family,suite,gym_id,task_class,task_name,language_instruction,instruction_is_templated,description,source_file
LIBERO,libero_90,Robocasa-Task-L90L4PickUpTheChocolatePuddingAndPutItInTheTray,L90L4PickUpTheChocolatePuddingAndPutItInTheTray,L90L4PickUpTheChocolatePuddingAndPutItInTheTray,pick up the chocolate pudding and put it in the tray.,no,,lightwheel_libero_tasks/libero_90/L90L4_pick_up_the_chocolate_pudding_and_put_it_in_the_tray.py
LIBERO,libero_90,Robocasa-Task-L90L4PickUpTheSaladDressingAndPutItInTheTray,L90L4PickUpTheSaladDressingAndPutItInTheTray,L90L4PickUpTheSaladDressingAndPutItInTheTray,Pick up the salad dressing and put it in the tray.,no,L90L4PickUpTheSaladDressingAndPutItInTheTray: pick up the salad dressing and put it in the tray,lightwheel_libero_tasks/libero_90/L90L4_pick_up_the_salad_dressing_and_put_it_in_the_tray.py
LIBERO,libero_90,Robocasa-Task-L90L4StackTheLeftBowlOnTheRightBowlAndPlaceThemInTheTray,L90L4StackTheLeftBowlOnTheRightBowlAndPlaceThemInTheTray,L90L4StackTheLeftBowlOnTheRightBowlAndPlaceThemInTheTray,stack the left bowl on the right bowl and place them in the tray.,no,,lightwheel_libero_tasks/libero_90/L90L4_stack_the_left_bowl_on_the_right_bowl_and_place_them_in_the_tray.py
LIBERO,libero_90,Robocasa-Task-L90L4StackTheRightBowlOnTheLeftBowlAndPlaceThemInTheTray,L90L4StackTheRightBowlOnTheLeftBowlAndPlaceThemInTheTray,L90L4StackTheRightBowlOnTheLeftBowlAndPlaceThemInTheTray,Stack the right bowl on the left bowl and place them in the tray.,no,,lightwheel_libero_tasks/libero_90/L90L4_stack_the_right_bowl_on_the_left_bowl_and_place_them_in_the_tray.py
LIBERO,libero_90,Robocasa-Task-L90L5PutTheRedMugOnTheLeftPlate,L90L5PutTheRedMugOnTheLeftPlate,L90L5PutTheRedMugOnTheLeftPlate,Put the red mug on the left plate.,no,L90L5PutTheRedMugOnTheLeftPlate: put the red mug on the left plate,lightwheel_libero_tasks/libero_90/L90L5_put_the_red_mug_on_the_left_plate.py
LIBERO,libero_90,Robocasa-Task-L90L5PutTheRedMugOnTheRightPlate,L90L5PutTheRedMugOnTheRightPlate,L90L5PutTheRedMugOnTheRightPlate,Pick up the red mug and put it on the plate,no,L90L5PutTheRedMugOnTheRightPlate: put the red mug on the right plate,lightwheel_libero_tasks/libero_90/L90L5_put_the_red_mug_on_the_right_plate.py
LIBERO,libero_90,Robocasa-Task-L90L5PutTheWhiteMugOnTheLeftPlate,L90L5PutTheWhiteMugOnTheLeftPlate,L90L5PutTheWhiteMugOnTheLeftPlate,put the white mug on the left plate.,no,,lightwheel_libero_tasks/libero_90/L90L5_put_the_white_mug_on_the_left_plate.py
LIBERO,libero_90,Robocasa-Task-L90L5PutTheYellowAndWhiteMugOnTheRightPlate,L90L5PutTheYellowAndWhiteMugOnTheRightPlate,L90L5PutTheYellowAndWhiteMugOnTheRightPlate,pick up the yellow and white mug and place it to the right of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90L5_put_the_yellow_and_white_mug_on_the_right_plate.py
LIBERO,libero_90,Robocasa-Task-L90L6PutTheChocolatePuddingToTheLeftOfThePlate,L90L6PutTheChocolatePuddingToTheLeftOfThePlate,L90L6PutTheChocolatePuddingToTheLeftOfThePlate,Put the chocolate pudding to the left of the plate.,no,,lightwheel_libero_tasks/libero_90/L90L6_put_the_chocolate_pudding_to_the_left_of_the_plate.py
LIBERO,libero_90,Robocasa-Task-L90L6PutTheChocolatePuddingToTheRightOfThePlate,L90L6PutTheChocolatePuddingToTheRightOfThePlate,L90L6PutTheChocolatePuddingToTheRightOfThePlate,Put the chocolate pudding to the right of the plate.,no,,lightwheel_libero_tasks/libero_90/L90L6_put_the_chocolate_pudding_to_the_right_of_the_plate.py
LIBERO,libero_90,Robocasa-Task-L90L6PutTheRedMugOnThePlate,L90L6PutTheRedMugOnThePlate,L90L6PutTheRedMugOnThePlate,Pick up the red mug and put it on the plate,no,L90L6PutTheRedMugOnThePlate: put the red mug on the right plate,lightwheel_libero_tasks/libero_90/L90L6_put_the_red_mug_on_the_plate.py
LIBERO,libero_90,Robocasa-Task-L90L6PutTheWhiteMugOnThePlate,L90L6PutTheWhiteMugOnThePlate,L90L6PutTheWhiteMugOnThePlate,Put the white mug on the plate.,no,,lightwheel_libero_tasks/libero_90/L90L6_put_the_white_mug_on_the_plate.py
LIBERO,libero_90,Robocasa-Task-L90S1PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,L90S1PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,L90S1PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,Pick up the book and place it in the front compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S1_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S1PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,L90S1PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,L90S1PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,Pick up the book and place it in the left compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S1_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S1PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,L90S1PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,L90S1PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,Pick up the book and place it in the right compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S1_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S1PickUpTheYellowAndWhiteMugAndPlaceItToTheRightOfTheCaddy,L90S1PickUpTheYellowAndWhiteMugAndPlaceItToTheRightOfTheCaddy,L90S1PickUpTheYellowAndWhiteMugAndPlaceItToTheRightOfTheCaddy,pick up the yellow and white mug and place it to the right of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S1_pick_up_the_yellow_and_white_mug_and_place_it_to_the_right_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S2PickUpTheBookAndPlaceItInTheBackCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheBackCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheBackCompartmentOfTheCaddy,Pick up the book and place it in the back compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S2_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S2PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,Pick up the book and place it in the front compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S2_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S2PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,Pick up the book and place it in the left compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S2_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S2PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,L90S2PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,pick up the book and place it in the right compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S2_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S3PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,L90S3PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,L90S3PickUpTheBookAndPlaceItInTheFrontCompartmentOfTheCaddy,Pick up the book and place it in the front compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S3_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S3PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,L90S3PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,L90S3PickUpTheBookAndPlaceItInTheLeftCompartmentOfTheCaddy,pick up the book and place it in the left compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S3_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S3PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,L90S3PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,L90S3PickUpTheBookAndPlaceItInTheRightCompartmentOfTheCaddy,Pick up the book and place it in the right compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S3_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S3PickUpTheRedMugAndPlaceItToTheRightOfTheCaddy,L90S3PickUpTheRedMugAndPlaceItToTheRightOfTheCaddy,L90S3PickUpTheRedMugAndPlaceItToTheRightOfTheCaddy,pick up the red mug and place it to the right compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S3PickUpTheWhiteMugAndPlaceItToTheRightOfTheCaddy,L90S3PickUpTheWhiteMugAndPlaceItToTheRightOfTheCaddy,L90S3PickUpTheWhiteMugAndPlaceItToTheRightOfTheCaddy,Pick up the white mug and place it to the right compartment of the caddy.,no,,lightwheel_libero_tasks/libero_90/L90S3_pick_up_the_white_mug_and_place_it_to_the_right_of_the_caddy.py
LIBERO,libero_90,Robocasa-Task-L90S4PickUpTheBookInTheMiddleAndPlaceItOnTheCabinetShelf,L90S4PickUpTheBookInTheMiddleAndPlaceItOnTheCabinetShelf,L90S4PickUpTheBookInTheMiddleAndPlaceItOnTheCabinetShelf,pick up the book in the middle and place it on the cabinet shelf.,no,,lightwheel_libero_tasks/libero_90/L90S4_pick_up_the_book_in_the_middle_and_place_it_on_the_cabinet_shelf.py
LIBERO,libero_90,Robocasa-Task-L90S4PickUpTheBookOnTheLeftAndPlaceItOnTopOfTheShelf,L90S4PickUpTheBookOnTheLeftAndPlaceItOnTopOfTheShelf,L90S4PickUpTheBookOnTheLeftAndPlaceItOnTopOfTheShelf,Pick up the book on the left and place it on top of the shelf.,no,,lightwheel_libero_tasks/libero_90/L90S4_pick_up_the_book_on_the_left_and_place_it_on_top_of_the_shelf.py
LIBERO,libero_90,Robocasa-Task-L90S4PickUpTheBookOnTheRightAndPlaceItOnTheCabinetShelf,L90S4PickUpTheBookOnTheRightAndPlaceItOnTheCabinetShelf,L90S4PickUpTheBookOnTheRightAndPlaceItOnTheCabinetShelf,Pick up the book on the right and place it on the cabinet shelf.,no,,lightwheel_libero_tasks/libero_90/L90S4_pick_up_the_book_on_the_right_and_place_it_on_the_cabinet_shelf.py
LIBERO,libero_90,Robocasa-Task-L90S4PickUpTheBookOnTheRightAndPlaceItUnderTheCabinetShelf,L90S4PickUpTheBookOnTheRightAndPlaceItUnderTheCabinetShelf,L90S4PickUpTheBookOnTheRightAndPlaceItUnderTheCabinetShelf,pick up the book on the right and place it under the cabinet shelf.,no,,lightwheel_libero_tasks/libero_90/L90S4_pick_up_the_book_on_the_right_and_place_it_under_the_cabinet_shelf.py
LIBERO,libero_goal,Robocasa-Task-LGOpenTheMiddleDrawerOfTheCabinet,LGOpenTheMiddleDrawerOfTheCabinet,LGOpenTheMiddleDrawerOfTheCabinet,Open the middle layer of the drawer.,no,LGOpenTheMiddleDrawerOfTheCabinet: open the middle layer of the drawer,lightwheel_libero_tasks/libero_goal/LG_open_the_middle_drawer_of_the_cabinet.py
LIBERO,libero_goal,Robocasa-Task-LGOpenTheTopDrawerAndPutTheBowlInside,LGOpenTheTopDrawerAndPutTheBowlInside,LGOpenTheTopDrawerAndPutTheBowlInside,Open the top layer of the drawer and put the bowl inside.,no,LGOpenTheTopDrawerAndPutTheBowlInside: open the top layer of the drawer and put the bowl inside,lightwheel_libero_tasks/libero_goal/LG_open_the_top_drawer_and_put_the_bowl_inside.py
LIBERO,libero_goal,Robocasa-Task-LGOpenTopDrawerOfCabinet,LGOpenTopDrawerOfCabinet,LGOpenTopDrawerOfCabinet,Open the top drawer of the cabinet.,no,LGOpenTopDrawerOfCabinet: open the top drawer of the cabinet,lightwheel_libero_tasks/libero_goal/LG_open_top_drawer_of_cabinet.py
LIBERO,libero_goal,Robocasa-Task-LGPushThePlateToTheFrontOfTheStove,LGPushThePlateToTheFrontOfTheStove,LGPushThePlateToTheFrontOfTheStove,Push the plate to the front of the stove.,no,LGPushThePlateToTheFrontOfTheStove: push the plate to the front of the stove,lightwheel_libero_tasks/libero_goal/LG_push_the_plate_to_the_front_of_the_stove.py
LIBERO,libero_goal,Robocasa-Task-LGPutTheBowlOnThePlate,LGPutTheBowlOnThePlate,LGPutTheBowlOnThePlate,Pick up the akita black bowl and put it on the plate.,no,LGPutTheBowlOnThePlate: put the akita black bowl on the plate,lightwheel_libero_tasks/libero_goal/LG_put_the_bowl_on_the_plate.py
LIBERO,libero_goal,Robocasa-Task-LGPutTheBowlOnTheStove,LGPutTheBowlOnTheStove,LGPutTheBowlOnTheStove,Put the bowl on the stove.,no,LGPutTheBowlOnTheStove: put the bowl on the stove,lightwheel_libero_tasks/libero_goal/LG_put_the_bowl_on_the_stove.py
LIBERO,libero_goal,Robocasa-Task-LGPutTheBowlOnTopOfTheCabinet,LGPutTheBowlOnTopOfTheCabinet,LGPutTheBowlOnTopOfTheCabinet,Put the bowl on the top of the cabinet.,no,LGPutTheBowlOnTopOfTheCabinet: put the bowl on the top of the drawer,lightwheel_libero_tasks/libero_goal/LG_put_the_bowl_on_top_of_the_cabinet.py
LIBERO,libero_goal,Robocasa-Task-LGPutTheCreamCheeseInTheBowl,LGPutTheCreamCheeseInTheBowl,LGPutTheCreamCheeseInTheBowl,Pick up the cream cheese and put it in the bowl.,no,LGPutTheCreamCheeseInTheBowl: put the cream cheese in the bowl,lightwheel_libero_tasks/libero_goal/LG_put_the_cream_cheese_in_the_bowl.py
LIBERO,libero_goal,Robocasa-Task-LGPutTheWineBottleOnTheRack,LGPutTheWineBottleOnTheRack,LGPutTheWineBottleOnTheRack,Put the wine bottle on the rack.,no,LGPutTheWineBottleOnTheRack: put the wine bottle on the rack,lightwheel_libero_tasks/libero_goal/LG_put_the_wine_bottle_on_the_rack.py
LIBERO,libero_goal,Robocasa-Task-LGPutTheWineBottleOnTopOfTheCabinet,LGPutTheWineBottleOnTopOfTheCabinet,LGPutTheWineBottleOnTopOfTheCabinet,Put the wine bottle on the top of the drawer.,no,LGPutTheWineBottleOnTopOfTheCabinet: put the wine bottle on the top of the drawer,lightwheel_libero_tasks/libero_goal/LG_put_the_wine_bottle_on_top_of_the_cabinet.py
LIBERO,libero_goal,Robocasa-Task-LGTurnOnTheStove,LGTurnOnTheStove,LGTurnOnTheStove,Turn on the stove.,no,LGTurnOnTheStove: turn on the stove,lightwheel_libero_tasks/libero_goal/LG_turn_on_the_stove.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheAlphabetSoupAndPlaceItInTheBasket,LOPickUpTheAlphabetSoupAndPlaceItInTheBasket,LO Pick Up The Alphabet Soup And Place It In The Basket,Pick the alphabet soup and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_alphabet_soup_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheBbqSauceAndPlaceItInTheBasket,LOPickUpTheBbqSauceAndPlaceItInTheBasket,LO Pick Up The Bbq Sauce And Place It In The Basket,Pick the bbq sauce and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_bbq_sauce_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheButterAndPlaceItInTheBasket,LOPickUpTheButterAndPlaceItInTheBasket,LO Pick Up The Butter And Place It In The Basket,Pick the butter and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_butter_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheChocolatePuddingAndPlaceItInTheBasket,LOPickUpTheChocolatePuddingAndPlaceItInTheBasket,LO Pick Up The Chocolate Pudding And Place It In The Basket,Pick the chocolate pudding and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_chocolate_pudding_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheKetchupAndPlaceItInTheBasket,LOPickUpTheKetchupAndPlaceItInTheBasket,LO Pick Up The Ketchup And Place It In The Basket,Pick the ketchup and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_ketchup_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheMilkAndPlaceItInTheBasket,LOPickUpTheMilkAndPlaceItInTheBasket,LO Pick Up The Milk And Place It In The Basket,Pick the milk and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_milk_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheOrangeJuiceAndPlaceItInTheBasket,LOPickUpTheOrangeJuiceAndPlaceItInTheBasket,LO Pick Up The Orange Juice And Place It In The Basket,Pick the orange juice and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_orange_juice_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheSaladDressingAndPlaceItInTheBasket,LOPickUpTheSaladDressingAndPlaceItInTheBasket,LO Pick Up The Salad Dressing And Place It In The Basket,Pick the salad dressing and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_salad_dressing_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPickUpTheTomatoSauceAndPlaceItInTheBasket,LOPickUpTheTomatoSauceAndPlaceItInTheBasket,LO Pick Up The Tomato Sauce And Place It In The Basket,Pick the tomato sauce and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_pick_up_the_tomato_sauce_and_place_it_in_the_basket.py
LIBERO,libero_object,Robocasa-Task-LOPutCreamCheeseInBasket,LOPutCreamCheeseInBasket,LO Put Cream Cheese In Basket,Pick the cream cheese and place it in the basket.,no,,lightwheel_libero_tasks/libero_object/LO_put_cream_cheese_in_basket.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpBlackBowlBetweenPlateAndRamekinAndPlaceItOnPlate,LSPickUpBlackBowlBetweenPlateAndRamekinAndPlaceItOnPlate,LSPickUpBlackBowlBetweenPlateAndRamekinAndPlaceItOnPlate,Pick the akita black bowl between the plate and the ramekin and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_black_bowl_between_plate_and_ramekin_and_place_it_on_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpBlackBowlInTopDrawerOfWoodenCabinetAndPlaceItOnPlate,LSPickUpBlackBowlInTopDrawerOfWoodenCabinetAndPlaceItOnPlate,LSPickUpBlackBowlInTopDrawerOfWoodenCabinetAndPlaceItOnPlate,Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_black_bowl_in_top_drawer_of_wooden_cabinet_and_place_it_on_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlFromTableCenterAndPlaceItOnThePlate,LSPickUpTheBlackBowlFromTableCenterAndPlaceItOnThePlate,LSPickUpTheBlackBowlFromTableCenterAndPlaceItOnThePlate,Pick the akita black bowl from table center and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlNextToTheCookieBoxAndPlaceItOnThePlate,LSPickUpTheBlackBowlNextToTheCookieBoxAndPlaceItOnThePlate,LSPickUpTheBlackBowlNextToTheCookieBoxAndPlaceItOnThePlate,Pick the akita black bowl next to the cookies box and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlNextToThePlateAndPlaceItOnThePlate,LSPickUpTheBlackBowlNextToThePlateAndPlaceItOnThePlate,LSPickUpTheBlackBowlNextToThePlateAndPlaceItOnThePlate,Pick the akita black bowl next to the plate and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlNextToTheRamekinAndPlaceItOnThePlate,LSPickUpTheBlackBowlNextToTheRamekinAndPlaceItOnThePlate,LSPickUpTheBlackBowlNextToTheRamekinAndPlaceItOnThePlate,Pick the akita black bowl next to the ramekin and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlOnTheCookieBoxAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheCookieBoxAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheCookieBoxAndPlaceItOnThePlate,Pick the akita black bowl on the cookies box and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlOnTheRamekinAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheRamekinAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheRamekinAndPlaceItOnThePlate,Pick the akita black bowl on the ramekin and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlOnTheStoveAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheStoveAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheStoveAndPlaceItOnThePlate,Pick the akita black bowl on the stove and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.py
LIBERO,libero_spatial,Robocasa-Task-LSPickUpTheBlackBowlOnTheWoodenCabinetAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheWoodenCabinetAndPlaceItOnThePlate,LSPickUpTheBlackBowlOnTheWoodenCabinetAndPlaceItOnThePlate,Pick the akita black bowl on the wooden cabinet and place it on the plate.,no,,lightwheel_libero_tasks/libero_spatial/LS_pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.py
Other,asset_check,Robocasa-Task-TestObjectsTask,TestObjectsTask,TestObjectsTask,Test objects,no,TestObjectsTask: composite task for testing objects.,asset_check/test_object.py
Other,lw_benchhub_tasks,Local-Task-BaseTask,BaseTask,BaseTask,base task,no,BaseTask: base task just for teleoperation.,base_task.py
Other,lw_benchhub_tasks,Robocasa-Task-RobocasaBaseTask,RobocasaBaseTask,RobocasaBaseTask,robocasa base task,no,"RobocasaBaseTask: base task for robocasa. need backend=local, scene from local, and fixed robot pose.",base_task.py
RoboCasa,multi_stage/baking,Robocasa-Task-CupcakeCleanup,CupcakeCleanup,CupcakeCleanup,"Move the fresh-baked cupcake off the tray onto the counter, and place the bowl used for mixing into the sink.",no,,lightwheel_robocasa_tasks/multi_stage/baking/cupcake_cleanup.py
RoboCasa,multi_stage/baking,Robocasa-Task-OrganizeBakingIngredients,OrganizeBakingIngredients,OrganizeBakingIngredients,Place the eggs and milk next to the bowl.,no,Organize Baking Ingredients: composite task for Baking activity. Simulates the task of organizing baking ingredients.,lightwheel_robocasa_tasks/multi_stage/baking/organize_baking_ingredients.py
RoboCasa,multi_stage/baking,Robocasa-Task-PastryDisplay,PastryDisplay,PastryDisplay,Place the pastries on the plates.,no,Pastry Display: composite task for Baking activity. Simulates the task of displaying pastries.,lightwheel_robocasa_tasks/multi_stage/baking/pastry_display.py
RoboCasa,multi_stage/boiling,Robocasa-Task-FillKettle,FillKettle,FillKettle,"Open the cabinet, pick the kettle from the cabinet, and place it in the sink.",no,Fill Kettle: composite task for Boiling activity. Simulates the process of filling up a kettle with water from the sink.,lightwheel_robocasa_tasks/multi_stage/boiling/fill_kettle.py
RoboCasa,multi_stage/boiling,Robocasa-Task-HeatMultipleWater,HeatMultipleWater,HeatMultipleWater,"Pick the kettle from the cabinet and place it on a stove burner. Then pick the pot from the counter and place it on another stove burner. Finally, turn both burners on.",no,Heat Multiple Water: composite task for Boiling activity. Simulates the process of heating water in a pot and a kettle.,lightwheel_robocasa_tasks/multi_stage/boiling/heat_multiple_water.py
RoboCasa,multi_stage/boiling,Robocasa-Task-VeggieBoil,VeggieBoil,VeggieBoil,"Pick up the pot and place it in the sink. Then turn on the sink faucet and let the pot fill up with water. Then turn the sink faucet off and move the pot to the stove. Lastly, turn on the stove and place the {food_name} in the pot for boiling.",yes,Veggie Boil: composite task for Boiling activity. Simulates the process of boiling vegetables.,lightwheel_robocasa_tasks/multi_stage/boiling/veggie_boil.py
RoboCasa,multi_stage/brewing,Robocasa-Task-ArrangeTea,ArrangeTea,ArrangeTea,Pick the kettle from the counter and place it on the tray. Then pick the mug from the cabinet and place it on the tray. Then close the cabinet doors.,no,Arrange Tea: composite task for Brewing activity. Simulates the task of arranging tea.,lightwheel_robocasa_tasks/multi_stage/brewing/arrange_tea.py
RoboCasa,multi_stage/brewing,Robocasa-Task-KettleBoiling,KettleBoiling,KettleBoiling,Pick the kettle from the counter and place it on a stove burner. Then turn the burner on.,no,Kettle Boiling: composite task for Brewing activity. Simulates the task of boiling water in a kettle.,lightwheel_robocasa_tasks/multi_stage/brewing/kettle_boiling.py
RoboCasa,multi_stage/brewing,Robocasa-Task-PrepareCoffee,PrepareCoffee,PrepareCoffee,"Pick the {obj_name} from the cabinet, place it under the coffee machine dispenser, and press the start button.",yes,,lightwheel_robocasa_tasks/multi_stage/brewing/prepare_coffee.py
RoboCasa,multi_stage/chopping_food,Robocasa-Task-ArrangeVegetables,ArrangeVegetables,ArrangeVegetables,Pick the vegetables from the sink and place them on the cutting board.,no,Arrange Vegetables: composite task for Chopping Food activity. Simulates the task of arranging vegetables on the cutting board.,lightwheel_robocasa_tasks/multi_stage/chopping_food/arrange_vegetables.py
RoboCasa,multi_stage/chopping_food,Robocasa-Task-ArrangeVegetablesSimple,ArrangeVegetablesSimple,ArrangeVegetablesSimple,Pick the vegetables from the sink and place them on the cutting board.,no,Arrange Vegetables: composite task for Chopping Food activity. Simulates the task of arranging vegetables on the cutting board.,lightwheel_robocasa_tasks/multi_stage/chopping_food/arrange_vegetables.py
RoboCasa,multi_stage/chopping_food,Robocasa-Task-BreadSetupSlicing,BreadSetupSlicing,BreadSetupSlicing,Place all breads on the cutting board.,no,Bread Setup Slicing: composite task for Chopping Food activity. Simulates the task of setting up bread for slicing.,lightwheel_robocasa_tasks/multi_stage/chopping_food/bread_setup_slicing.py
